Id,Predicted
0,0.1554028891565152
1,0.23455396371676726
2,0.14916994760019536
3,0.14165307068890332
4,0.09642400608490174
5,0.08945025237234948
6,0.11512729554606774
7,0.058721480281735315
8,0.08149133525480155
9,0.0896758772946355
10,0.09497632095203876
11,0.07161101075140223
12,0.13424265045605574
13,1.0097851150245132
14,0.0580045830296577
15,0.10266980026525016
16,2.5523919216419393
17,0.11893008214700804
18,0.1628966923498276
19,0.13900487713387272
20,0.057743107437539916
21,0.08662114392663453
22,0.1366001924285539
23,0.09107774318137177
24,0.10500776899287075
25,0.06674959592069912
26,0.09609871817522166
27,0.07918036781889809
28,0.11848854422673331
29,0.06538744743771613
30,0.13818257604933476
31,0.9258448182197605
32,0.09657855270467398
33,0.07623893904834321
34,0.11710909657008153
35,0.09984612275697037
36,1.8989490354312206
37,0.11356839823787696
38,0.08593237507803436
39,0.11556523471467302
40,0.1007106002840643
41,2.307742643618041
42,0.09274645361622114
43,1.015897438477593
44,1.7499007426311013
45,0.11520516667988259
46,1.1780074170446373
47,0.10011671875524178
48,0.1126821625990133
49,0.15620012311495016
50,0.15148865164123024
51,0.11120286968859244
52,1.7386177973649173
53,0.12016031814323902
54,0.09045412106800077
55,0.07944096473966225
56,0.08890565166475153
57,0.14530265578695195
58,0.07057411267484225
59,0.5429651099167256
60,1.3418168129284749
61,0.10716966201617262
62,0.15912666606658304
63,0.09549664969313512
64,0.06758580925390309
65,0.08783781683577808
66,0.070003631675363
67,0.07471361873686419
68,0.20883146502902555
69,0.08857159833149074
70,0.0870236215595107
71,0.08323007722865637
72,0.0783391224366457
73,0.08582164699987445
74,0.08157478201412474
75,0.09075388487236592
76,0.11008953653075704
77,1.6060557378082698
78,0.289143918818709
79,0.11632428989891352
80,0.1336668347814906
81,4.993369490888947
82,0.07637059365051917
83,0.0769181841396119
84,0.09437727389993245
85,0.10741236563934553
86,0.07556427983335377
87,0.8184717638057811
88,0.06980387196889858
89,0.0828355954045227
90,0.08257751858790624
91,0.10040151583132291
92,0.37244916467469064
93,0.15832086132813858
94,0.09210791389222704
95,0.13184991497353607
96,0.1397376487579195
97,0.10398962740767506
98,0.10021605299600019
99,0.09955258211520993
100,0.8922412843338681
101,0.09774829693726794
102,0.07839655674118817
103,0.09600244619405207
104,0.26864543365088356
105,0.13020178580116057
106,0.4004834072134674
107,0.10581281633257203
108,0.10412658964737198
109,0.1127803544545746
110,0.11539204584736586
111,0.15690858984855613
112,0.06771824542215811
113,0.08408177463348937
114,0.823656150857066
115,0.16035201663255028
116,0.11269741168556284
117,0.09509156228799877
118,1.0916840870943518
119,0.07684663408268957
120,0.10285768235972204
121,0.05851253204083097
122,0.04096624008854571
123,0.07478199751029134
124,0.08166574613971263
125,0.15919157668516987
126,0.16626992342034075
127,0.8819602461455066
128,0.07679150219137773
129,0.1411105745742968
130,0.1491788602178857
131,0.11779887794398362
132,0.08647790439763815
133,0.1426757085071025
134,0.09103024391345181
135,0.09894702226660296
136,1.1186694643267026
137,0.17976702135188244
138,0.12138859051409903
139,0.06903493259328891
140,0.7834152203862259
141,1.2769656027234089
142,0.09784829485305359
143,0.09461275662737496
144,0.08570058452964784
145,0.8584871899775024
146,0.08692904215349011
147,0.11729878224772175
148,2.162701417106349
149,0.09066974180952049
150,0.0775851304776733
151,0.1899281968900398
152,0.12772122715578138
153,0.1107061847789815
154,0.10194105936660484
155,0.08369197411327614
156,0.1382421536866694
157,0.10219429691037851
158,0.06923374080472271
159,0.0848154138532827
160,0.11543519143507736
161,0.13046590397566513
162,0.14080777380807863
163,0.13560668657842143
164,0.07337673720010458
165,0.10438207262611789
166,0.11434930470942997
167,0.11861632612213137
168,1.5001560823392022
169,0.07554344408251579
170,0.24695167644683547
171,0.074822650019471
172,0.08418167721465404
173,0.15556060222887463
174,0.0952535279631153
175,0.13938430261904386
176,0.11784904541143566
177,0.09078717318995234
178,0.15949871347017255
179,0.44601929812785573
180,0.09498441168622646
181,0.1823591192725037
182,0.07591380949819297
183,0.2360491856266438
184,0.4001732177682683
185,0.09616723312233814
186,0.09470845131261642
187,2.2830583429332005
188,0.6527532661576837
189,0.0934481103623164
190,0.27495552238212373
191,0.38925135147610457
192,0.10890071805745372
193,0.1190570862638251
194,0.1013719661577904
195,0.08714452888562702
196,0.10844272022797734
197,0.09695450723148198
198,0.2528035551270991
199,1.0945446364304816
200,0.24843327228661533
201,0.11210200319461838
202,0.09640269598630805
203,1.1138634820683397
204,0.2018358735663279
205,0.9141771677772605
206,1.108277228319134
207,0.07155773133276518
208,0.130952255124425
209,0.1508956250762265
210,0.06698015103846117
211,0.12345804803145848
212,2.2411471404340646
213,0.16025836119695136
214,0.10760296114393283
215,0.13634210674087816
216,0.1315270931501893
217,0.12526882461838562
218,0.10087495685425328
219,0.08002414299189516
220,0.11093075987179714
221,0.8791718967003398
222,0.1319766527413277
223,0.0776054673269527
224,0.11067772161376732
225,0.9690273975327294
226,0.2173693060131398
227,0.17127200027735404
228,0.07519427410377595
229,0.11393123796075744
230,0.09952969688634891
231,0.16595418224979658
232,1.5660371901402357
233,0.10365104793927771
234,0.07348529979431077
235,1.199252842509292
236,0.09135364733267176
237,0.09371626173044643
238,0.0903444048401971
239,0.09210440848953912
240,0.09111964209433661
241,0.26874718071437464
242,0.08715525769094128
243,0.12466970372639721
244,0.08289765436141135
245,0.0994747852606314
246,0.07270647758398227
247,0.10307944300185189
248,1.4404868831853328
249,0.16265865304173413
250,0.5005385095244953
251,0.16766625241849284
252,0.11542280338640425
253,0.2241238058228847
254,0.19499788563451675
255,0.09271848238257172
256,0.07072067425058068
257,1.665236871645964
258,1.1524680629432522
259,0.06772124398292596
260,0.11043521330375182
261,0.07607345374521324
262,0.12063933371559811
263,0.10682224305137263
264,0.4924120240720949
265,0.17415411548028398
266,0.09855024816750259
267,0.09727388895542165
268,1.9550688474673696
269,0.09374954638492655
270,2.658700390921293
271,0.14795343878426284
272,0.0959806591394546
273,0.108393410624824
274,0.10429465950888897
275,0.13473682215556976
276,0.22776952784791543
277,0.08896610508775189
278,0.10719014206168204
279,1.763512579482877
280,1.4243699414301658
281,0.09143125955580472
282,0.10966993036049141
283,0.11597204137453199
284,0.09590911790940192
285,0.1950741999357552
286,0.19820926106345893
287,0.10549758876116692
288,0.04683286003875188
289,0.0635417587042885
290,0.11480719737372196
291,2.23393713936108
292,1.655345890690085
293,0.0990299707682691
294,0.12304332131050373
295,0.1834930294010929
296,0.13673264570413118
297,0.11650887953669643
298,0.08290963663513261
299,0.09443055777778075
300,0.09152852615083149
301,0.09054286771538124
302,0.09320264012267625
303,0.23717581519424952
304,0.17013893321286458
305,0.17315641061646497
306,0.09036581919776007
307,0.17144175732796849
308,0.1498240602918392
309,0.09191151598545255
310,0.14842676710688446
311,0.0807770379452143
